Date,XLK,XLF,XLE,XLV,XLI,XLP,XLY,XLU,XLB
2015-02-24,18.90289878845215,16.010478973388672,25.500600814819336,59.71586608886719,47.300533294677734,36.52724075317383,33.3076057434082,15.90910530090332,20.60906982421875
2015-02-25,18.784852981567383,16.010478973388672,25.640106201171875,59.691131591796875,47.20289993286133,36.402809143066406,33.56270217895508,15.648193359375,20.549720764160156
2015-02-26,18.90289878845215,15.971269607543945,25.164520263671875,59.856040954589844,46.99137496948242,36.45405197143555,33.4571418762207,15.545198440551758,20.419158935546875
2015-02-27,18.837318420410156,15.912457466125488,25.053550720214844,59.56745147705078,46.77172088623047,36.60041427612305,33.41316223144531,15.528029441833496,20.371681213378906
2015-03-02,18.98595428466797,16.030086517333984,24.879180908203125,60.10341262817383,47.20289993286133,36.666282653808594,33.81341552734375,15.229352951049805,20.506195068359375
2015-03-03,18.85917854309082,15.984338760375977,24.971120834350586,59.5592041015625,46.901878356933594,36.52724075317383,33.72103500366211,15.322043418884277,20.395414352416992
2015-03-04,18.784852981567383,15.886308670043945,24.93624496459961,59.84779739379883,46.53578567504883,36.27108383178711,33.545127868652344,15.236217498779297,20.32420539855957
2015-03-05,18.76300048828125,15.951666831970215,24.787229537963867,60.06220245361328,46.56831741333008,36.3955078125,33.567115783691406,15.356374740600586,20.237157821655273
2015-03-06,18.531301498413086,15.834033012390137,24.343355178833008,58.88304901123047,45.93374252319336,35.68559265136719,33.16686248779297,14.89633560180664,19.96416664123535
2015-03-09,18.61874008178711,15.905925750732422,24.16897964477539,59.24584197998047,46.36493682861328,35.88319396972656,33.35599136352539,14.923799514770508,19.991865158081055
2015-03-10,18.2384090423584,15.566109657287598,23.83289909362793,58.586212158203125,45.51069641113281,35.37089920043945,32.837005615234375,14.89633560180664,19.687223434448242
2015-03-11,18.120376586914062,15.664127349853516,23.90265655517578,58.5532112121582,45.46188735961914,35.10011672973633,32.65667724609375,14.800210952758789,19.663471221923828
2015-03-12,18.2384090423584,16.003948211669922,23.750471115112305,59.32831573486328,46.047645568847656,35.61240768432617,33.32080841064453,15.081721305847168,19.908771514892578
2015-03-13,18.137861251831055,15.892848014831543,23.661697387695312,59.21287536621094,45.624603271484375,35.334293365478516,33.05691146850586,14.927227973937988,19.718868255615234
2015-03-16,18.352067947387695,16.088895797729492,23.981914520263672,60.52398681640625,46.381195068359375,35.7661018371582,33.443946838378906,15.184712409973145,19.687223434448242
2015-03-17,18.3564395904541,16.04969024658203,23.889972686767578,60.35080337524414,46.1940803527832,35.50994873046875,33.25923538208008,15.160689353942871,19.469614028930664
2015-03-18,18.60561752319336,16.141178131103516,24.584314346313477,61.13414001464844,46.73916244506836,35.75147247314453,33.55390548706055,15.56922435760498,19.766340255737305
2015-03-19,18.55316162109375,15.990876197814941,24.194345474243164,61.488712310791016,46.42189025878906,35.590450286865234,33.50553512573242,15.425039291381836,19.426090240478516
2015-03-20,18.67300033569336,16.207990646362305,24.550254821777344,61.93358612060547,46.68423843383789,36.03667449951172,33.8784294128418,15.563791275024414,19.55119514465332
2015-03-23,18.67300033569336,16.11615562438965,24.464069366455078,61.75994110107422,46.291927337646484,36.095584869384766,33.82106018066406,15.574166297912598,19.55119514465332
2015-03-24,18.611543655395508,15.984970092773438,24.301271438598633,61.222434997558594,46.13664627075195,35.88941192626953,33.644535064697266,15.401163101196289,19.487642288208008
2015-03-25,18.133087158203125,15.729157447814941,24.617298126220703,60.10616683959961,45.35203170776367,35.80104446411133,33.097328186035156,15.221236228942871,19.269216537475586
2015-03-26,18.14626121520996,15.71603775024414,24.588558197021484,59.9655876159668,45.22943878173828,35.64640808105469,32.889923095703125,15.093207359313965,19.31290626525879
2015-03-27,18.1594295501709,15.696365356445312,24.387470245361328,60.39558029174805,45.40108108520508,35.86730194091797,33.0576171875,15.18316650390625,19.304962158203125
2015-03-30,18.3789005279541,15.925938606262207,24.91096305847168,61.007450103759766,46.038578033447266,36.2281379699707,33.39741897583008,15.370020866394043,19.567073822021484
2015-03-31,18.190147399902344,15.81442642211914,24.764135360717773,59.94905471801758,45.58088684082031,35.88941192626953,33.251792907714844,15.373478889465332,19.372480392456055
2015-04-01,18.16381072998047,15.801318168640137,24.757747650146484,59.345420837402344,45.27848815917969,35.93358612060547,33.106163024902344,15.387325286865234,19.428077697753906
2015-04-02,18.1594295501709,15.880026817321777,24.808822631835938,59.52735137939453,45.30299758911133,36.17658233642578,33.40183639526367,15.414999961853027,19.44793701171875
2015-04-06,18.335002899169922,15.906259536743164,25.255708694458008,59.61831283569336,45.646263122558594,36.46376419067383,33.560691833496094,15.62952709197998,19.602821350097656
2015-04-07,18.295494079589844,15.820990562438965,25.271671295166016,59.75886917114258,45.54001998901367,36.29439163208008,33.37535095214844,15.449604988098145,19.571048736572266
2015-04-08,18.35256004333496,15.880026817321777,25.067380905151367,60.263267517089844,45.695308685302734,36.35330581665039,33.68867111206055,15.404619216918945,19.626644134521484
2015-04-09,18.40084457397461,15.906259536743164,25.469581604003906,60.71805953979492,45.915977478027344,36.456390380859375,33.71956253051758,15.338882446289062,19.682249069213867
2015-04-10,18.471084594726562,15.899706840515137,25.581298828125,61.238983154296875,46.561641693115234,36.52267074584961,33.83429718017578,15.453063011169434,19.737836837768555
2015-04-13,18.41840362548828,15.958736419677734,25.325927734375,60.90825653076172,46.12030792236328,36.35330581665039,33.648948669433594,15.30081844329834,19.658414840698242
2015-04-14,18.361337661743164,15.958736419677734,25.78240394592285,61.007450103759766,46.177513122558594,36.434303283691406,33.63129806518555,15.376947402954102,19.741819381713867
2015-04-15,18.523752212524414,16.017772674560547,26.39847755432129,61.16460418701172,46.25924301147461,36.331207275390625,33.63129806518555,15.414999961853027,19.93244171142578
2015-04-16,18.457914352416992,16.04400062561035,26.33782958984375,61.13150405883789,46.16117477416992,36.46376419067383,33.697509765625,15.314658164978027,19.888755798339844
2015-04-17,18.20332145690918,15.827548027038574,26.14629364013672,60.6022834777832,45.60540008544922,36.12503433227539,33.19883346557617,15.259292602539062,19.706073760986328
2015-04-20,18.514978408813477,15.89314079284668,26.24525260925293,60.97438049316406,46.13664627075195,36.250221252441406,33.56511306762695,15.48766040802002,19.849044799804688
2015-04-21,18.506196975708008,15.81442642211914,25.967540740966797,61.37957763671875,46.079429626464844,36.31648635864258,33.60042953491211,15.349263191223145,19.702102661132812
2015-04-22,18.694948196411133,15.925938606262207,26.13991928100586,61.47878646850586,46.27558517456055,36.338558197021484,33.63129806518555,15.380399703979492,19.741819381713867
2015-04-23,18.76956558227539,15.952174186706543,26.318666458129883,61.710330963134766,46.22654342651367,36.213401794433594,33.79899978637695,15.466911315917969,19.793445587158203
2015-04-24,18.931982040405273,15.925938606262207,26.16863250732422,61.51184844970703,46.0303955078125,36.220767974853516,34.257930755615234,15.622613906860352,19.960241317749023
2015-04-27,18.984655380249023,15.866910934448242,26.13991928100586,60.39558029174805,46.01405334472656,36.02193832397461,33.95785140991211,15.435762405395508,20.134986877441406
2015-04-28,19.04610252380371,15.958736419677734,26.27079200744629,60.69327926635742,46.09577560424805,36.05876922607422,33.83871078491211,15.546490669250488,20.16278648376465
2015-04-29,18.953920364379883,15.952174186706543,26.47508430480957,60.139225006103516,45.8669319152832,35.73476791381836,33.60924530029297,15.48075008392334,20.1508731842041
2015-04-30,18.6905517578125,15.827548027038574,26.39208221435547,59.295841217041016,45.46645736694336,35.6169548034668,33.234134674072266,15.30081844329834,20.023788452148438
2015-05-01,18.918806076049805,15.96529483795166,26.45273208618164,60.0978889465332,46.038578033447266,35.94095993041992,33.693084716796875,15.387325286865234,20.353416442871094
2015-05-04,18.936368942260742,16.122713088989258,26.385696411132812,60.478275299072266,46.11212921142578,35.992496490478516,33.76370620727539,15.501507759094238,20.297807693481445
2015-05-05,18.64227294921875,15.978415489196777,26.060115814208984,59.71754837036133,45.490966796875,35.705326080322266,33.41066360473633,15.155489921569824,20.067474365234375
2015-05-06,18.484243392944336,15.899706840515137,25.957965850830078,59.48599624633789,45.46645736694336,35.815773010253906,33.27385711669922,15.072446823120117,20.07144546508789
2015-05-07,18.620325088500977,16.011207580566406,25.67705726623535,59.767154693603516,45.7034797668457,35.90412902832031,33.44596481323242,15.12781047821045,20.15880584716797
2015-05-08,18.888076782226562,16.240787506103516,26.098419189453125,60.73459243774414,46.242889404296875,36.20602798461914,33.803409576416016,15.235074043273926,20.480497360229492
2015-05-11,18.79152488708496,16.181753158569336,25.606836318969727,60.76766586303711,46.20201873779297,36.05876922607422,33.65336990356445,15.131274223327637,20.38518524169922
2015-05-12,18.6905517578125,16.122713088989258,25.724939346313477,60.37900924682617,46.15298843383789,35.977779388427734,33.591583251953125,15.113970756530762,20.170724868774414
2015-05-13,18.76956558227539,16.12928009033203,25.65790367126465,60.445194244384766,46.251060485839844,35.963035583496094,33.379764556884766,14.965179443359375,20.146894454956055
2015-05-14,19.07244110107422,16.273584365844727,25.648332595825195,61.28032684326172,46.716922760009766,36.51530075073242,33.5297966003418,15.13819408416748,20.357383728027344
2015-05-15,19.01099967956543,16.201431274414062,25.7504825592041,61.40436553955078,46.67606735229492,36.63312530517578,33.79899978637695,15.335419654846191,20.456663131713867
2015-05-18,19.103174209594727,16.293258666992188,25.7728271484375,61.76820373535156,46.765968322753906,36.51530075073242,33.92695999145508,15.394242286682129,20.365324020385742
2015-05-19,19.054887771606445,16.385080337524414,25.405731201171875,62.0576057434082,46.63520812988281,36.4195671081543,33.91814422607422,15.42884349822998,20.266042709350586
2015-05-20,19.068056106567383,16.33917808532715,25.45361328125,62.14030456542969,46.463558197021484,36.338558197021484,33.8784294128418,15.453063011169434,20.254125595092773
2015-05-21,19.15144920349121,16.299816131591797,25.693016052246094,62.1485595703125,46.716922760009766,36.4195671081543,34.01082992553711,15.446146965026855,20.325613021850586
2015-05-22,19.13829231262207,16.306377410888672,25.60045051574707,61.99974060058594,46.504425048828125,36.26494598388672,33.953453063964844,15.42192268371582,20.301782608032227
2015-05-26,18.861745834350586,16.122713088989258,25.19506072998047,61.371307373046875,45.997703552246094,35.977779388427734,33.71073532104492,15.325042724609375,20.04761505126953
2015-05-27,19.217294692993164,16.299816131591797,25.150373458862305,62.08241271972656,46.291927337646484,36.20602798461914,33.9622802734375,15.387325286865234,20.178667068481445
2015-05-28,19.17778968811035,16.280147552490234,25.051414489746094,62.12376403808594,46.07124328613281,36.15449142456055,33.90489959716797,15.42192268371582,20.230300903320312
2015-05-29,19.037322998046875,16.13582992553711,25.02268409729004,61.966651916503906,45.61357498168945,35.92621612548828,33.67101287841797,15.397700309753418,20.0992374420166
2015-06-01,19.09000015258789,16.14895248413086,24.958847045898438,62.21469497680664,45.817893981933594,35.92621612548828,33.768096923828125,15.418465614318848,20.1071834564209
2015-06-02,19.050491333007812,16.175188064575195,25.131221771240234,61.80955123901367,45.907798767089844,35.83049774169922,33.84312057495117,15.214311599731445,20.170724868774414
2015-06-03,19.09000015258789,16.31293487548828,24.958847045898438,61.92529296875,46.13664627075195,35.80841064453125,34.107906341552734,14.989400863647461,20.190587997436523
2015-06-04,18.9144229888916,16.16863441467285,24.620471954345703,61.49532699584961,45.62174606323242,35.550689697265625,33.86519241333008,14.96864128112793,19.952301025390625
2015-06-05,18.85296630859375,16.260461807250977,24.7928524017334,61.47052764892578,45.65445327758789,35.0426139831543,33.768096923828125,14.781793594360352,19.860952377319336
2015-06-08,18.64227294921875,16.16206932067871,24.652406692504883,61.16460418701172,45.31934356689453,35.02788543701172,33.5297966003418,14.695291519165039,19.789472579956055
2015-06-09,18.59837532043457,16.201431274414062,24.649213790893555,61.148033142089844,45.31116485595703,35.197235107421875,33.494510650634766,14.660682678222656,19.8013858795166
2015-06-10,18.888076782226562,16.430997848510742,24.95246124267578,61.90048599243164,45.760684967041016,35.54332733154297,33.83871078491211,14.733353614807129,20.007902145385742
2015-06-11,18.896865844726562,16.496593475341797,24.840740203857422,62.32221221923828,46.0222282409668,35.52859878540039,33.953453063964844,14.850991249084473,20.055557250976562
2015-06-12,18.730064392089844,16.42444610595703,24.563030242919922,61.55321502685547,45.75251770019531,35.388694763183594,33.79899978637695,14.719508171081543,19.936418533325195
2015-06-15,18.615928649902344,16.352294921875,24.505569458007812,61.62764358520508,45.36838150024414,35.1309700012207,33.64013671875,14.695291519165039,19.813297271728516
2015-06-16,18.738832473754883,16.44411849975586,24.697084426879883,61.93358612060547,45.40925598144531,35.51387023925781,33.84312057495117,14.764491081237793,19.916563034057617
2015-06-17,18.747621536254883,16.42444610595703,24.636444091796875,61.99146270751953,45.53184127807617,35.705326080322266,33.99758529663086,14.889058113098145,19.999956130981445
2015-06-18,18.9144229888916,16.575305938720703,24.620471954345703,62.86796569824219,45.989524841308594,36.102943420410156,34.407989501953125,15.086295127868652,20.166757583618164
2015-06-19,18.757017135620117,16.298612594604492,24.39202117919922,62.81898498535156,45.7661247253418,36.05256271362305,34.287139892578125,14.940690040588379,20.03150749206543
2015-06-22,18.911334991455078,16.548954010009766,24.690847396850586,63.308536529541016,46.04538345336914,36.19334411621094,34.47747802734375,14.919736862182617,20.107309341430664
2015-06-23,18.924560546875,16.58190155029297,24.771183013916016,63.43300247192383,45.93039321899414,36.037750244140625,34.614723205566406,14.7172269821167,20.051456451416016
2015-06-24,18.836374282836914,16.443552017211914,24.616945266723633,62.79410934448242,45.503292083740234,35.8747444152832,34.375667572021484,14.601997375488281,19.796125411987305
2015-06-25,18.792282104492188,16.344730377197266,24.36631202697754,63.14259338378906,45.15010070800781,35.808067321777344,34.34910202026367,14.504233360290527,19.780168533325195
2015-06-26,18.633548736572266,16.397438049316406,24.4466552734375,63.05133819580078,45.232242584228516,35.88215255737305,34.48634719848633,14.591521263122559,19.704370498657227
2015-06-29,18.236717224121094,16.002153396606445,23.983930587768555,61.507999420166016,44.378021240234375,35.326473236083984,33.70720291137695,14.514708518981934,19.245573043823242
2015-06-30,18.25435447692871,16.061443328857422,24.151018142700195,61.723751068115234,44.402652740478516,35.26719665527344,33.85770797729492,14.476295471191406,19.305418014526367
2015-07-01,18.377811431884766,16.30520248413086,23.84255027770996,62.38753890991211,44.62443542480469,35.71915817260742,34.24285125732422,14.563591003417969,19.413137435913086
2015-07-02,18.40426254272461,16.232730865478516,23.94858169555664,62.097129821777344,44.54231262207031,35.689510345458984,34.176456451416016,14.745156288146973,19.353290557861328
2015-07-06,18.329313278198242,16.166852951049805,23.633684158325195,62.072242736816406,44.36981201171875,35.659889221191406,34.11006546020508,14.804513931274414,19.193708419799805
2015-07-07,18.355762481689453,16.199792861938477,23.848979949951172,62.37092208862305,44.73120880126953,36.39338684082031,34.40666961669922,15.171140670776367,19.129878997802734
2015-07-08,18.055938720703125,15.916510581970215,23.366987228393555,61.30058670043945,43.92627716064453,35.98588562011719,33.75144958496094,15.090826988220215,18.710973739624023
2015-07-09,17.985389709472656,16.041683197021484,23.48587417602539,61.63247299194336,44.033058166503906,36.01552200317383,33.89312744140625,14.923233032226562,18.76682472229004
2015-07-10,18.271987915039062,16.232730865478516,23.614410400390625,62.462223052978516,44.49300765991211,36.43783950805664,34.384525299072266,15.003538131713867,19.030136108398438
2015-07-13,18.549776077270508,16.43037223815918,23.781503677368164,62.993247985839844,44.98583221435547,36.77865982055664,34.88035202026367,15.010519981384277,19.237590789794922
2015-07-14,18.620325088500977,16.469898223876953,23.951801300048828,63.62384033203125,45.109046936035156,36.83793640136719,34.92460632324219,14.989566802978516,19.345306396484375
2015-07-15,18.624732971191406,16.608245849609375,23.530858993530273,63.70680236816406,44.92011642456055,36.74161148071289,34.88920974731445,15.06289005279541,19.193708419799805
2015-07-16,18.862831115722656,16.772947311401367,23.5629940032959,64.00553894042969,45.12546157836914,37.119468688964844,35.10169982910156,15.286355972290039,19.14583396911621
2015-07-17,19.15384292602539,16.72682762145996,23.277013778686523,63.864479064941406,45.109046936035156,37.09723663330078,35.03972244262695,15.136221885681152,19.014177322387695
2015-07-20,19.25525665283203,16.746599197387695,22.968538284301758,64.07190704345703,45.117252349853516,37.16393280029297,35.05742645263672,15.059401512145996,18.85458755493164
2015-07-21,19.12738800048828,16.72682762145996,22.978179931640625,63.78977584838867,44.63264465332031,37.075016021728516,34.94675827026367,14.923233032226562,18.73889923095703
2015-07-22,18.818744659423828,16.852001190185547,22.791807174682617,63.93087387084961,44.43553161621094,37.156524658203125,35.11498260498047,14.989566802978516,18.659107208251953
2015-07-23,18.7790584564209,16.707059860229492,22.772525787353516,63.69852066040039,44.024845123291016,37.015750885009766,34.90691375732422,14.766103744506836,18.387813568115234
2015-07-24,18.677640914916992,16.548954010009766,22.335521697998047,62.10543441772461,43.44990539550781,36.80830001831055,34.90691375732422,14.780073165893555,17.9848690032959
2015-07-27,18.510093688964844,16.43037223815918,22.014192581176758,62.04734420776367,43.2363395690918,36.78606414794922,34.645713806152344,14.968618392944336,17.785400390625
2015-07-28,18.677640914916992,16.49625587463379,22.64398956298828,63.16749572753906,44.07412338256836,37.200965881347656,34.9157600402832,15.03844928741455,18.156417846679688
2015-07-29,18.80110740661621,16.66094970703125,22.952472686767578,63.27537536621094,44.61621856689453,37.32693099975586,35.27435302734375,15.094315528869629,18.2880802154541
2015-07-30,18.836374282836914,16.66094970703125,22.791807174682617,63.18409729003906,44.57514190673828,37.200965881347656,35.40274429321289,15.206046104431152,18.379844665527344
2015-07-31,18.774641036987305,16.608245849609375,22.29374885559082,63.549156188964844,44.534080505371094,37.27505874633789,35.51340103149414,15.359685897827148,18.331966400146484
2015-08-03,18.673233032226562,16.588481903076172,21.82461166381836,63.49940490722656,44.32052993774414,37.32693099975586,35.39387130737305,15.439994812011719,18.188339233398438
2015-08-04,18.56300163269043,16.5621337890625,21.750707626342773,63.466190338134766,44.2958869934082,37.32693099975586,35.54439163208008,15.19208812713623,18.26812744140625
2015-08-05,18.743783950805664,16.62801170349121,21.586824417114258,63.99723815917969,44.54231262207031,37.652923583984375,35.15925216674805,15.230489730834961,18.35988998413086
2015-08-06,18.55859375,16.5687198638916,21.93064308166504,62.60325622558594,44.31230545043945,37.371368408203125,34.68111801147461,15.310797691345215,18.29605484008789
2015-08-07,18.57181739807129,16.601659774780273,21.538623809814453,62.49540328979492,44.09876251220703,37.16393280029297,34.65456771850586,15.499350547790527,18.040729522705078
2015-08-10,18.862831115722656,16.759775161743164,22.22626304626465,63.00153732299805,44.96119689941406,37.30469512939453,34.933475494384766,15.43649959564209,18.48356819152832
2015-08-11,18.580638885498047,16.608245849609375,22.268043518066406,62.47053146362305,44.41086959838867,37.17133712768555,34.6191520690918,15.51331615447998,18.14046859741211
2015-08-12,18.6644229888916,16.456722259521484,22.672914505004883,62.51201248168945,44.419097900390625,37.19355010986328,34.468631744384766,15.789158821105957,18.20829200744629
2015-08-13,18.611499786376953,16.516010284423828,22.32908821105957,62.37092208862305,44.386253356933594,37.04537582397461,34.6678466796875,15.792649269104004,18.156417846679688
2015-08-14,18.7041015625,16.63459587097168,22.28089714050293,62.54519271850586,44.66549301147461,37.16393280029297,34.68999099731445,15.911351203918457,18.240205764770508
2015-08-17,18.809917449951172,16.66754150390625,22.32908821105957,63.17580032348633,44.88726043701172,37.200965881347656,35.02201461791992,15.988179206848145,18.343935012817383
2015-08-18,18.712915420532227,16.654361724853516,22.24554443359375,63.08452224731445,44.80513381958008,37.015750885009766,35.053009033203125,15.949769973754883,18.22425079345703
2015-08-19,18.589458465576172,16.502838134765625,21.631805419921875,62.8272819519043,44.386253356933594,36.6749267578125,34.991024017333984,16.016111373901367,18.000831604003906
2015-08-20,18.135305404663086,16.15367889404297,21.14339256286621,61.36699676513672,43.4663200378418,36.341514587402344,34.00822448730469,15.921833038330078,17.661724090576172
2015-08-21,17.443050384521484,15.573942184448242,20.404333114624023,59.49177551269531,42.267120361328125,35.34870147705078,32.91918182373047,15.729798316955566,17.230846405029297
2015-08-24,16.755205154418945,14.90855598449707,19.308605194091797,56.961097717285156,40.764041900634766,34.118804931640625,31.604372024536133,15.139716148376465,16.508743286132812
2015-08-25,16.6229248046875,14.710916519165039,19.029052734375,56.388572692871094,40.23016357421875,33.85948181152344,31.475982666015625,14.675323486328125,16.249422073364258
2015-08-26,17.460683822631836,15.264302253723145,19.684560775756836,58.769927978515625,41.486839294433594,34.859710693359375,32.67127227783203,14.937191009521484,16.68827247619629
2015-08-27,17.866334915161133,15.639817237854004,20.65818977355957,59.91493606567383,42.48891067504883,35.370933532714844,33.437137603759766,15.11177921295166,17.294681549072266
2015-08-28,17.901613235473633,15.567349433898926,21.127323150634766,59.57475662231445,42.50531768798828,35.29682540893555,33.4504280090332,15.06638240814209,17.394424438476562
2015-08-31,17.738468170166016,15.435591697692871,21.3458309173584,58.48780059814453,42.127498626708984,35.052337646484375,33.193660736083984,14.82546615600586,17.298675537109375
2015-09-01,17.1696720123291,14.934907913208008,20.59392547607422,56.95280838012695,41.01045227050781,34.33366394042969,32.352535247802734,14.42392349243164,16.772050857543945
2015-09-02,17.584148406982422,15.139128684997559,20.78350830078125,58.12273406982422,41.92216110229492,34.80043029785156,33.034278869628906,14.434403419494629,17.011432647705078
2015-09-03,17.597370147705078,15.224778175354004,20.841346740722656,57.70784378051758,41.946800231933594,35.037532806396484,33.04756546020508,14.500738143920898,17.115156173706055
2015-09-04,17.32840347290039,14.92172908782959,20.49752426147461,56.98597717285156,41.36363983154297,34.467018127441406,32.69340133666992,14.301716804504395,16.776044845581055
2015-09-08,17.81342887878418,15.303829193115234,20.8188533782959,58.57907485961914,42.50531768798828,35.18570327758789,33.4504280090332,14.605494499206543,17.194944381713867
2015-09-09,17.579734802246094,15.093022346496582,20.426834106445312,57.67466354370117,42.05356979370117,34.6077995300293,33.09183883666992,14.42392349243164,17.063289642333984
2015-09-10,17.75611114501953,15.165485382080078,20.54572105407715,58.2306022644043,42.078216552734375,34.66706848144531,33.18479919433594,14.399489402770996,17.103181838989258
2015-09-11,17.83988380432129,15.23136043548584,20.362565994262695,58.60394287109375,42.30818557739258,34.89673614501953,33.43272399902344,14.50772762298584,17.079248428344727
