Date,AAPL,MSFT,GOOGL,AMZN,JPM,XOM,JNJ,PG,KO,WMT,NVDA,META,V,HD,DIS,INTC,CSCO,PFE,BA,MCD
2015-01-16,23.433319091796875,39.166725158691406,25.28242301940918,14.536999702453613,41.2308464050293,55.73201370239258,75.3895263671875,65.65278625488281,29.48632049560547,23.30598258972168,0.47781431674957275,74.4667739868164,58.6579704284668,78.72576904296875,86.0090103149414,27.965511322021484,19.58036994934082,18.605478286743164,114.38314056396484,67.99628448486328
2015-01-20,24.036890029907227,39.29377365112305,25.256664276123047,14.472000122070312,41.06865692138672,55.71364212036133,73.39684295654297,65.60961151123047,29.9231014251709,23.28449821472168,0.4792506694793701,75.51671600341797,59.092803955078125,78.06796264648438,85.61141204833984,27.689302444458008,19.85624122619629,18.775650024414062,114.76799774169922,67.4834976196289
2015-01-21,24.22039794921875,38.89568328857422,25.77423858642578,14.862500190734863,41.201358795166016,56.19075012207031,73.8388900756836,65.74292755126953,30.061767578125,23.27107048034668,0.4859532415866852,76.01197052001953,59.19403076171875,78.27967071533203,85.0963363647461,27.988527297973633,19.69355010986328,18.514719009399414,115.80880737304688,67.14158630371094
2015-01-22,24.850505828857422,39.92057418823242,26.61176872253418,15.515999794006348,42.454566955566406,56.80238723754883,75.18666076660156,66.38782501220703,30.352941513061523,23.71693229675293,0.4943320155143738,76.91334533691406,59.26765060424805,80.20015716552734,85.98189544677734,28.318435668945312,20.16042137145996,18.61115074157715,118.6338119506836,67.55040740966797
2015-01-23,24.978731155395508,39.96294021606445,26.84208106994629,15.619500160217285,41.78372573852539,55.591339111328125,74.05623626708984,65.2719497680664,30.027084350585938,23.77334213256836,0.49576815962791443,77.09163665771484,59.426422119140625,79.6708984375,85.59333801269531,27.965511322021484,19.955284118652344,18.40694236755371,117.74169158935547,66.5619125366211
2015-01-26,25.00526237487793,39.81893539428711,26.583044052124023,15.482999801635742,41.8500862121582,56.12346267700195,74.09972381591797,64.90966796875,29.812179565429688,23.805570602416992,0.49361366033554077,76.76476287841797,59.02147674560547,80.41941833496094,85.81925201416016,27.47447967529297,19.785503387451172,18.605478286743164,117.26066589355469,67.3868637084961
2015-01-27,24.129756927490234,36.134342193603516,25.813861846923828,15.337499618530273,41.42988586425781,55.62801742553711,73.97655487060547,62.6706428527832,29.389253616333008,23.51011848449707,0.4699145257472992,75.06108093261719,57.74687194824219,79.51211547851562,84.91561126708984,26.231569290161133,19.02861213684082,18.492033004760742,115.87000274658203,66.5693359375
2015-01-28,25.493881225585938,34.88921356201172,25.379993438720703,15.195500373840332,40.36095428466797,53.79315185546875,73.5345230102539,61.69968032836914,29.063396453857422,23.31941032409668,0.462254136800766,75.51671600341797,56.68159866333008,79.19454956054688,83.74085235595703,25.917001724243164,18.964941024780273,18.12332534790039,122.1323013305664,65.98219299316406
2015-01-29,26.28759002685547,35.58378982543945,25.419614791870117,15.58899974822998,41.03916931152344,53.56682586669922,74.18669128417969,62.07647705078125,29.188196182250977,23.561159133911133,0.47350531816482544,77.26004028320312,57.05892562866211,81.37212371826172,84.23787689208984,26.246915817260742,19.25497055053711,18.055252075195312,129.25173950195312,69.3192367553711
2015-01-30,25.902891159057617,34.22005844116211,26.62415313720703,17.726499557495117,40.08820724487305,53.46897888183594,72.56356048583984,61.0765380859375,28.543411254882812,22.8252010345459,0.4596209228038788,75.18986511230469,58.64876174926758,78.95259094238281,82.19562530517578,25.34925651550293,18.65369987487793,17.726253509521484,127.14388275146484,68.70238494873047
2015-02-02,26.227895736694336,34.965457916259766,26.359180450439453,18.223499298095703,40.89173126220703,54.79010772705078,73.06352996826172,61.67792892456055,28.834609985351562,23.02128028869629,0.46967506408691406,74.2785873413086,58.747684478759766,78.96014404296875,83.0721664428711,25.8172664642334,18.979089736938477,17.953149795532227,127.92228698730469,68.75439453125
2015-02-03,26.232315063476562,35.23650360107422,26.413660049438477,18.177499771118164,41.81321716308594,56.42314529418945,74.24465942382812,62.27934265136719,28.862342834472656,23.15020179748535,0.48140501976013184,74.68470764160156,59.77153778076172,81.08480072021484,85.03308868408203,25.855628967285156,19.18423080444336,18.16303253173828,128.8668975830078,69.80230712890625
2015-02-04,26.433509826660156,35.43978500366211,26.05704689025879,18.237499237060547,41.56257247924805,55.93998336791992,73.44755554199219,62.16339874267578,28.89700698852539,23.273754119873047,0.48260191082954407,74.9124984741211,60.94493865966797,81.96946716308594,91.52125549316406,25.963809967041016,18.880056381225586,18.351871490478516,128.761962890625,69.89892578125
2015-02-05,26.62218475341797,35.956478118896484,26.241792678833008,18.694499969482422,41.8500862121582,56.49042892456055,74.24465942382812,62.82278823852539,28.973262786865234,23.442968368530273,0.49050194025039673,74.89268493652344,62.53471755981445,82.40800476074219,92.75019836425781,26.226533889770508,19.283267974853516,18.878334045410156,129.96893310546875,70.11444854736328
2015-02-06,26.39799690246582,35.9225959777832,26.4423828125,18.714000701904297,42.67573165893555,56.38567352294922,73.25918579101562,62.032981872558594,28.73754119873047,23.45639419555664,0.48834729194641113,73.76351928710938,61.52701950073242,82.4458236694336,92.18994903564453,25.731990814208984,19.26911735534668,18.981340408325195,129.44415283203125,69.85433959960938
2015-02-09,26.57333755493164,35.88024139404297,26.21455192565918,18.527999877929688,42.624114990234375,56.42265319824219,72.30268859863281,61.6272087097168,28.58501434326172,23.075002670288086,0.4878685772418976,73.73379516601562,61.07607650756836,81.91651916503906,91.92790985107422,25.446081161499023,19.18423080444336,18.924116134643555,129.07684326171875,68.91045379638672
2015-02-10,27.0838623046875,36.08353805541992,26.7534236907959,18.649999618530273,43.095916748046875,56.08373260498047,72.71571350097656,61.87356948852539,29.396181106567383,23.445655822753906,0.5015131235122681,74.4766845703125,60.8667106628418,83.67825317382812,92.0995864868164,26.041086196899414,19.445966720581055,19.54214096069336,129.47915649414062,69.87663269042969
2015-02-11,27.71866798400879,35.897193908691406,26.646442413330078,18.756999969482422,43.02958297729492,55.831077575683594,72.73743438720703,62.054744720458984,29.37537956237793,23.190492630004883,0.49816223978996277,75.78416442871094,61.30923843383789,83.40605163574219,92.05441284179688,25.92517852783203,19.04982566833496,19.599365234375,130.17434692382812,70.01785278320312
2015-02-12,28.069366455078125,36.49858856201172,27.043163299560547,18.85849952697754,43.914215087890625,56.921810150146484,71.3316879272461,62.33732986450195,29.236732482910156,23.069623947143555,0.5338305234909058,75.50682067871094,62.443275451660156,84.80482482910156,93.59964752197266,26.373363494873047,20.839508056640625,19.95415687561035,130.323974609375,70.67188262939453
2015-02-13,28.20698356628418,37.159263610839844,27.29823875427246,19.09149932861328,43.98790740966797,57.538047790527344,72.18672180175781,62.243125915527344,29.1119327545166,23.04813575744629,0.5340699553489685,75.02146911621094,62.14825439453125,84.6007080078125,94.1328125,26.55109214782715,20.818294525146484,19.822538375854492,131.76722717285156,71.08802795410156
2015-02-17,28.37346076965332,37.17631912231445,26.993637084960938,18.771499633789062,44.304908752441406,57.34083557128906,72.78091430664062,61.9460334777832,28.98712921142578,23.088424682617188,0.5357455611228943,74.88279724121094,62.434051513671875,84.68389892578125,94.08760833740234,26.844728469848633,20.7333984375,19.788206100463867,131.9344024658203,70.12188720703125
2015-02-18,28.57100486755371,37.133663177490234,26.876750946044922,18.668500900268555,43.766761779785156,56.08373260498047,72.43309783935547,62.503997802734375,28.931665420532227,23.17706298828125,0.5295214056968689,75.98226928710938,62.03070068359375,84.67631530761719,93.85267639160156,26.48154640197754,20.8607234954834,19.730979919433594,133.03445434570312,70.2928466796875
2015-02-19,28.511072158813477,37.10807800292969,27.064958572387695,18.950000762939453,43.6635627746582,55.11622619628906,72.96932220458984,61.74314498901367,29.195131301879883,22.433055877685547,0.5309577584266663,78.66654968261719,62.02609634399414,83.88239288330078,93.87976837158203,26.435176849365234,20.7333984375,19.6909236907959,135.30496215820312,70.00299072265625
2015-02-20,28.744142532348633,37.4151725769043,26.83464813232422,19.183000564575195,44.083770751953125,55.41203308105469,73.15904998779297,61.496795654296875,29.098064422607422,22.64255714416504,0.5347881317138672,79.14200592041016,62.92503356933594,84.86536407470703,94.47618103027344,26.589719772338867,20.945615768432617,19.77676010131836,139.3179168701172,70.00299072265625
2015-02-23,29.521011352539062,37.662574768066406,26.497854232788086,19.006999969482422,43.75202941894531,54.85126495361328,73.10064697265625,61.87356948852539,29.014867782592773,22.723134994506836,0.5304790735244751,78.09205627441406,62.927310943603516,84.89561462402344,94.873779296875,26.08744239807129,20.959760665893555,19.679479598999023,136.17617797851562,70.09217071533203
2015-02-24,29.336774826049805,37.611385345458984,26.67863655090332,18.929500579833984,44.83567810058594,55.10389709472656,73.48011779785156,61.95326614379883,29.208993911743164,22.7150821685791,0.5361263155937195,77.70574951171875,62.80283737182617,88.27536010742188,94.5846176147461,26.589719772338867,20.959760665893555,19.650863647460938,135.859375,70.59011840820312
2015-02-25,28.5865421295166,37.52608871459961,27.108543395996094,19.26849937438965,45.07159423828125,55.21482849121094,73.85223388671875,61.92430877685547,29.153528213500977,22.446481704711914,0.532041072845459,78.80521392822266,62.927310943603516,87.94270324707031,95.39790344238281,26.234264373779297,20.8607234954834,19.833982467651367,134.65371704101562,73.32514190673828
2015-02-26,28.948339462280273,37.58578872680664,27.70090675354004,19.239999771118164,45.39594650268555,54.62941360473633,75.0124740600586,61.714149475097656,29.437782287597656,22.508258819580078,0.5334832072257996,79.64716339111328,63.097877502441406,87.23951721191406,94.4852066040039,26.002445220947266,21.1578311920166,19.79392433166504,133.52731323242188,74.5995864868164
2015-02-27,28.5132999420166,37.406654357910156,27.8663330078125,19.007999420166016,45.1747932434082,54.561622619628906,74.80085754394531,61.68517303466797,30.020164489746094,22.54317283630371,0.5301185250282288,78.2208251953125,62.53546905517578,86.76313781738281,94.05147552490234,25.693359375,20.874881744384766,19.639421463012695,132.7528533935547,74.14225006103516
2015-03-02,28.65313148498535,37.4322395324707,28.47999382019043,19.283000946044922,45.536006927490234,54.25349426269531,75.31893157958984,61.88808059692383,29.95083236694336,22.551233291625977,0.5430952310562134,78.99342346191406,64.14431762695312,87.79902648925781,95.68708038330078,26.319265365600586,21.35590362548828,19.896930694580078,135.3489532470703,74.96688842773438
2015-03-03,28.713058471679688,36.92041015625,28.66671371459961,19.230499267578125,45.68345260620117,53.994686126708984,74.67680358886719,61.7069206237793,29.777502059936523,22.392763137817383,0.5330021381378174,78.84484100341797,63.45512008666992,87.76122283935547,96.10273742675781,26.350173950195312,20.896099090576172,19.77676010131836,136.90660095214844,74.77198791503906
2015-03-04,28.531051635742188,36.73273849487305,28.643932342529297,19.13599967956543,45.801395416259766,53.723533630371094,74.17334747314453,61.11998748779297,29.465511322021484,22.180566787719727,0.5390100479125977,80.13252258300781,63.097877502441406,86.770751953125,95.39790344238281,26.365631103515625,20.747547149658203,19.822538375854492,135.83299255371094,75.15434265136719
2015-03-05,28.05826759338379,36.77538299560547,28.797473907470703,19.39150047302246,45.705562591552734,53.45238494873047,74.80816650390625,61.3228874206543,29.396181106567383,22.446481704711914,0.5493433475494385,80.4395751953125,63.185462951660156,87.64026641845703,94.90992736816406,26.06427001953125,20.726320266723633,19.72525405883789,135.93861389160156,74.2996826171875
2015-03-06,28.100440979003906,36.13559341430664,28.3749942779541,19.004499435424805,44.887290954589844,52.76837158203125,73.0495834350586,59.89541244506836,28.786083221435547,22.183269500732422,0.541893720626831,79.25096130371094,62.081398010253906,86.53634643554688,93.81651306152344,25.646982192993164,20.4645938873291,19.439136505126953,134.7505340576172,72.81535339355469
2015-03-09,28.220300674438477,36.55358123779297,28.43442726135254,18.92799949645996,45.33697509765625,52.47871780395508,73.45094299316406,60.2070198059082,28.695945739746094,22.261146545410156,0.543335497379303,78.6863784790039,62.560821533203125,87.14119720458984,95.11776733398438,25.28380584716797,20.768774032592773,19.473468780517578,136.18496704101562,73.25017547607422
2015-03-10,27.636545181274414,35.85408020019531,27.72864532470703,18.475500106811523,44.201698303222656,51.92413330078125,72.62635040283203,59.0838623046875,28.210634231567383,22.043588638305664,0.5527076125144958,76.81430053710938,61.12714767456055,85.54524993896484,93.15684509277344,24.495616912841797,20.27359962463379,19.330408096313477,134.134521484375,72.18563842773438
2015-03-11,27.1326847076416,35.811431884765625,27.522605895996094,18.318500518798828,44.40811538696289,51.7762336730957,71.74342346191406,58.97516632080078,27.80158233642578,21.803104400634766,0.5498239398002625,76.8341064453125,61.0234260559082,85.9328384399414,92.97611236572266,24.982446670532227,19.99064826965332,19.244569778442383,133.03445434570312,71.18856811523438
2015-03-12,27.623226165771484,34.99248123168945,27.79401969909668,18.711999893188477,45.24114227294922,51.89948272705078,72.84526824951172,59.48238754272461,28.3608341217041,22.130062103271484,0.5447775721549988,78.18119049072266,62.136714935302734,88.235595703125,96.84373474121094,23.800151824951172,19.97650718688965,19.45630645751953,133.80007934570312,72.15564727783203
2015-03-13,27.43233871459961,35.299591064453125,27.38936996459961,18.52899932861328,44.9683723449707,51.68379592895508,72.39286804199219,59.29399871826172,27.899450302124023,22.130062103271484,0.5454980731010437,77.30955505371094,61.08795166015625,87.2628173828125,96.1840591430664,23.900619506835938,19.7642822265625,19.45630645751953,133.38650512695312,72.2306137084961
2015-03-16,27.734209060668945,35.45315170288086,27.817298889160156,18.667499542236328,45.59498977661133,52.23223876953125,73.74280548095703,60.547550201416016,28.16509246826172,22.505647659301758,0.5519866347312927,77.32935333251953,62.007652282714844,88.53961944580078,97.02446746826172,23.823345184326172,20.018939971923828,19.708087921142578,135.2345428466797,72.83037567138672
2015-03-17,28.19810676574707,35.572574615478516,27.617700576782227,18.59600067138672,45.41806411743164,51.813194274902344,72.88905334472656,60.0330924987793,28.318889617919922,22.32460594177246,0.558715283870697,78.60712432861328,60.965789794921875,87.84043884277344,96.65396118164062,23.63788414001465,19.912832260131836,19.55358123779297,135.97377014160156,72.09568786621094
2015-03-18,28.515518188476562,36.25502014160156,28.04117202758789,18.756999969482422,45.52126693725586,53.039512634277344,74.03467559814453,60.68523025512695,28.381805419921875,22.300281524658203,0.5495834350585938,80.14241790771484,61.696475982666016,88.22042083740234,97.56664276123047,23.869707107543945,19.912832260131836,19.67375946044922,137.0474090576172,72.71791076660156
2015-03-19,28.300209045410156,36.075870513916016,27.917842864990234,18.66200065612793,45.11581802368164,52.01655960083008,74.20248413085938,60.41712951660156,27.976346969604492,22.027372360229492,0.5579943060874939,81.9649658203125,61.59735107421875,87.52124786376953,97.02446746826172,23.75379180908203,19.99064826965332,19.54214096069336,135.6217498779297,71.9532241821289
2015-03-20,27.945070266723633,36.57917022705078,27.981239318847656,18.92449951171875,45.52126693725586,52.09666061401367,74.72058868408203,61.40259552001953,28.41676139831543,22.492136001586914,0.5640020370483398,83.0050048828125,62.150550842285156,89.29198455810547,97.98231506347656,24.19424819946289,20.117977142333984,19.599365234375,135.96498107910156,72.75540924072266
2015-03-23,28.235843658447266,36.562110900878906,28.002038955688477,18.75550079345703,45.07159423828125,52.64512634277344,75.14381408691406,61.4895133972168,28.39577865600586,22.51105308532715,0.5457385778427124,83.6290283203125,61.84630584716797,88.21283721923828,97.79256439208984,24.109251022338867,20.096755981445312,20.05716323852539,134.47769165039062,73.9323959350586
2015-03-24,28.12041473388672,36.59623718261719,28.604808807373047,18.704500198364258,44.57029342651367,52.0843391418457,74.39952087402344,60.80839920043945,28.29091453552246,22.4407958984375,0.5382891297340393,84.50067901611328,61.86472702026367,88.27363586425781,96.78952026367188,23.792434692382812,19.806726455688477,19.75387191772461,133.4568634033203,74.48709106445312
2015-03-25,27.385725021362305,35.367828369140625,28.082773208618164,18.54800033569336,43.943687438964844,52.293861389160156,73.2174301147461,60.149024963378906,28.276945114135742,21.973325729370117,0.5056071877479553,82.13335418701172,60.60163116455078,86.39644622802734,94.88282775878906,23.096973419189453,19.42474365234375,19.62796974182129,130.44715881347656,73.57251739501953
2015-03-26,27.576618194580078,35.154563903808594,27.916357040405273,18.36750030517578,43.89209747314453,51.961090087890625,73.07147979736328,59.52587890625,28.207042694091797,22.12735366821289,0.5039251446723938,82.22248840332031,60.472537994384766,85.40083312988281,95.09970092773438,23.243793487548828,19.16301727294922,19.547861099243164,130.39437866210938,73.19767761230469
2015-03-27,27.356868743896484,34.949832916259766,27.61472511291504,18.527999877929688,43.89945602416992,51.50508117675781,73.2174301147461,59.64183044433594,28.0183048248291,21.981441497802734,0.5137776136398315,82.50975799560547,60.426448822021484,86.5332260131836,95.31658172607422,24.727436065673828,19.191307067871094,19.75959014892578,130.99281311035156,72.68791961669922
2015-03-30,28.049388885498047,34.941307067871094,27.79253578186035,18.72949981689453,44.938899993896484,52.76837158203125,74.10035705566406,59.93891143798828,28.318889617919922,22.300281524658203,0.5159405469894409,82.41069030761719,60.53709030151367,87.11843872070312,95.89490509033203,24.310163497924805,19.55914878845215,20.028545379638672,134.38088989257812,73.37760162353516
2015-03-31,27.61878776550293,34.68538284301758,27.473569869995117,18.604999542236328,44.65876007080078,52.3801383972168,73.40713500976562,59.373714447021484,28.346843719482422,22.224626541137695,0.5029639601707458,81.43999481201172,60.306610107421875,86.34321594238281,94.78343200683594,24.163347244262695,19.6232967376709,19.90837860107422,132.07522583007812,73.04776000976562
2015-04-01,27.578828811645508,34.736568450927734,27.215526580810547,18.51300048828125,44.48808670043945,52.0473747253418,72.34908294677734,59.6490592956543,28.437728881835938,21.80850601196289,0.5048863887786865,80.89521026611328,60.09453582763672,85.97843170166016,95.28041076660156,23.80788803100586,19.4237060546875,19.645139694213867,130.80795288085938,72.18563842773438
2015-04-02,27.81633949279785,34.36975860595703,26.810379028320312,18.612499237060547,44.911067962646484,51.94875717163086,72.70661926269531,59.72876739501953,28.437728881835938,21.81391143798828,0.5060878396034241,80.7862548828125,60.195953369140625,87.05001831054688,95.78646087646484,23.80788803100586,19.33818244934082,19.67375946044922,131.3712158203125,71.84078216552734
2015-04-06,28.26691436767578,35.44461441040039,26.941139221191406,18.851999282836914,44.873985290527344,52.46024703979492,72.35637664794922,60.17078399658203,28.780258178710938,21.884166717529297,0.5207469463348389,81.65789794921875,60.112972259521484,87.36164093017578,95.45210266113281,23.985620498657227,19.402328491210938,19.730979919433594,132.8232421875,72.17813110351562
2015-04-07,27.9694881439209,35.42754364013672,26.9862060546875,18.720500946044922,45.15594482421875,52.84231185913086,73.04229736328125,59.69977569580078,28.668415069580078,21.75176429748535,0.5253127217292786,81.5390396118164,60.66616439819336,86.86763000488281,95.27137756347656,24.155622482299805,19.52350616455078,19.765308380126953,134.04649353027344,72.2306137084961
2015-04-08,27.87847900390625,35.33370590209961,27.183330535888672,19.059999465942383,45.30438232421875,51.800880432128906,73.0860824584961,59.975120544433594,28.584524154663086,21.894975662231445,0.5291572213172913,81.49942779541016,61.311553955078125,87.84803009033203,96.11177825927734,24.19424819946289,19.637550354003906,19.822538375854492,134.96177673339844,72.6054458618164
2015-04-09,28.091562271118164,35.38488006591797,27.142715454101562,19.177000045776367,45.616050720214844,52.164451599121094,73.9397964477539,60.06208419799805,28.696380615234375,21.84363555908203,0.5414132475852966,81.39046478271484,61.2562370300293,87.07281494140625,96.48226928710938,24.140159606933594,19.69457244873047,20.045713424682617,135.0145263671875,72.38054656982422
2015-04-10,28.211427688598633,35.589622497558594,27.168474197387695,19.13249969482422,45.78672409057617,52.725223541259766,74.47248077392578,60.39540100097656,28.57754135131836,21.792293548583984,0.5469403266906738,81.26171112060547,61.16403579711914,87.5820083618164,96.64494323730469,24.673351287841797,19.9868221282959,20.28033447265625,135.859375,73.31764221191406
2015-04-13,28.155935287475586,35.623741149902344,27.173425674438477,19.118000030517578,46.061309814453125,52.58965301513672,73.37064361572266,60.45336151123047,28.45171356201172,21.69501495361328,0.541893720626831,82.22248840332031,60.490989685058594,86.97403717041016,96.24732971191406,24.5188045501709,19.944055557250977,20.080047607421875,134.85610961914062,73.04776000976562
2015-04-14,28.033857345581055,35.52992630004883,26.734603881835938,19.25550079345703,46.781131744384766,53.38459396362305,73.34873962402344,60.576541900634766,28.318889617919922,21.657194137573242,0.5373280644416809,82.72764587402344,60.41722869873047,86.67765045166016,96.38286590576172,24.333345413208008,19.822877883911133,20.045713424682617,134.82974243164062,73.15272521972656
2015-04-15,28.140398025512695,36.050296783447266,26.797008514404297,19.172500610351562,47.649375915527344,54.27813720703125,73.40713500976562,60.511314392089844,28.24199676513672,21.546405792236328,0.5438161492347717,81.92534637451172,60.55552673339844,86.22164916992188,96.67204284667969,25.368804931640625,20.136510848999023,20.14871597290039,134.143310546875,72.29808044433594
2015-04-16,28.005002975463867,35.9649772644043,26.919841766357422,19.302000045776367,47.352535247802734,54.062461853027344,72.81608581542969,60.504093170166016,28.381805419921875,21.411304473876953,0.5404518842697144,81.52913665771484,60.52785110473633,86.16082000732422,97.68412017822266,25.399707794189453,20.385990142822266,20.13727569580078,133.7384796142578,71.69084930419922
2015-04-17,27.68981170654297,35.50432586669922,26.38591766357422,18.777999877929688,46.63270950317383,53.5694694519043,72.6628646850586,59.801212310791016,28.172088623046875,21.0438232421875,0.5334832072257996,80.0136489868164,59.486026763916016,85.1956558227539,96.40998077392578,25.090620040893555,19.90128517150879,20.051435470581055,131.65283203125,71.12860870361328
2015-04-20,28.322402954101562,36.60477066040039,26.96986198425293,19.475500106811523,46.92954635620117,53.760498046875,73.12255096435547,60.047584533691406,28.423742294311523,21.114072799682617,0.5308396220207214,82.3017349243164,59.67041778564453,85.77323150634766,97.79256439208984,25.291526794433594,20.300457000732422,20.034271240234375,134.35450744628906,72.10318756103516
2015-04-21,28.169260025024414,36.374454498291016,26.89012336730957,19.55900001525879,46.23939895629883,53.538673400878906,73.188232421875,60.199729919433594,28.507631301879883,21.084354400634766,0.5301185250282288,82.82672119140625,60.251277923583984,86.00883483886719,97.3045883178711,25.059707641601562,20.45014190673828,19.965599060058594,134.93533325195312,71.12110900878906
2015-04-22,28.54880714416504,36.67301940917969,27.20016860961914,19.489999771118164,46.706912994384766,53.89607620239258,73.28309631347656,60.2070198059082,28.87813949584961,21.192432403564453,0.5361263155937195,83.82713317871094,62.70375442504883,85.87202453613281,97.5395278930664,25.26835060119629,20.40024757385254,19.988489151000977,133.0520477294922,73.34761047363281
2015-04-23,28.78186798095703,36.97159194946289,27.610267639160156,19.499500274658203,46.603023529052734,53.945377349853516,73.30499267578125,59.12815856933594,28.626476287841797,21.39508628845215,0.5339634418487549,81.62820434570312,62.43635940551758,86.60922241210938,98.49739837646484,24.997894287109375,20.443017959594727,20.23455238342285,131.89041137695312,72.71791076660156
2015-04-24,28.917266845703125,40.835941314697266,28.41263771057129,22.2549991607666,46.45459747314453,53.59413146972656,73.75739288330078,59.164642333984375,28.584524154663086,21.573429107666016,0.5293977856636047,80.75654602050781,62.21508026123047,86.41160583496094,98.97633361816406,24.78925323486328,20.542804718017578,20.183053970336914,130.59674072265625,74.02230834960938
2015-04-27,29.443315505981445,40.97243118286133,28.039188385009766,21.92799949645996,46.26165771484375,53.61878204345703,73.39254760742188,58.87250900268555,28.542593002319336,21.446434020996094,0.5334832072257996,81.1329345703125,61.86472702026367,84.65603637695312,99.54564666748047,25.113801956176758,20.59269905090332,19.79392433166504,130.0687713623047,72.29808044433594
2015-04-28,28.979419708251953,41.936397552490234,27.952516555786133,21.465499877929688,46.5733528137207,54.10560989379883,73.50928497314453,58.74102783203125,28.50063705444336,21.373472213745117,0.5361263155937195,79.91460418701172,61.56047821044922,84.04044342041016,99.32875061035156,25.515626907348633,20.89920425415039,19.730979919433594,129.81353759765625,72.5904312133789
2015-04-29,28.553247451782227,41.8510856628418,27.80491828918457,21.4685001373291,47.19668960571289,54.14872741699219,73.25389099121094,58.32467269897461,28.304903030395508,21.0438232421875,0.532041072845459,79.70659637451172,62.08600616455078,82.6192626953125,99.22936248779297,25.415172576904297,20.706748962402344,19.62225914001465,128.61668395996094,72.73289489746094
2015-04-30,27.77860450744629,41.49280548095703,27.17986488342285,21.089000701904297,46.94438934326172,53.84062194824219,72.38555145263672,58.07633590698242,28.353843688964844,21.089752197265625,0.5334832072257996,78.02271270751953,60.89667510986328,81.304443359375,98.2443618774414,25.152437210083008,20.5499324798584,19.416244506835938,126.14381408691406,72.38054656982422
